release_year,runtime,imdb_votes,age_certification_NC-17,age_certification_PG,age_certification_PG-13,age_certification_R,age_certification_TV-14,age_certification_TV-G,age_certification_TV-MA,age_certification_TV-PG,age_certification_TV-Y,age_certification_TV-Y7
2016,130,188.0,False,False,False,False,False,False,False,False,False,False
2021,26,338.0,False,False,False,False,False,True,False,False,False,False
2012,95,1003.0,False,False,False,False,False,False,False,False,False,False
2019,118,1033.0,False,False,False,False,False,False,False,False,False,False
2016,112,1479.0,False,False,False,False,False,False,False,False,False,False
2014,112,2652.0,False,False,False,True,False,False,False,False,False,False
2021,170,3125.0,False,False,False,False,False,False,False,False,False,False
2015,58,3247.0,False,False,False,False,False,False,False,False,False,False
2019,28,88945.0,False,False,False,False,False,False,True,False,False,False
2001,20,2303.0,False,False,False,False,True,False,False,False,False,False
2019,66,1268.0,False,False,False,False,False,False,False,False,False,False
2021,41,7629.0,False,False,False,False,False,False,True,False,False,False
2019,30,2125.0,False,False,False,False,False,False,True,False,False,False
2018,96,593.0,False,False,False,False,False,False,False,False,False,False
2017,97,2638.0,False,True,False,False,False,False,False,False,False,False
2017,55,10705.0,False,False,False,False,False,False,True,False,False,False
2018,80,634.0,False,False,False,False,False,False,False,False,False,False
2018,90,162.0,False,False,False,False,False,False,False,False,False,False
1994,63,589.0,False,False,False,False,False,False,False,False,False,False
2020,50,23706.0,False,False,False,False,True,False,False,False,False,False
2019,118,1047.0,False,False,False,False,False,False,False,False,False,False
2018,47,36077.0,False,False,False,False,False,False,True,False,False,False
2021,92,11401.0,False,False,False,True,False,False,False,False,False,False
1993,149,784.0,False,False,False,False,False,False,False,False,False,False
2021,24,1483.0,False,False,False,False,False,False,True,False,False,False
2022,39,574.0,False,False,False,False,True,False,False,False,False,False
2015,22,645.0,False,False,False,False,False,False,False,False,False,True
2011,24,9055.0,False,False,False,False,True,False,False,False,False,False
2019,51,422.0,False,False,False,False,False,False,True,False,False,False
2018,108,274.0,False,False,False,False,False,False,False,False,False,False
2017,86,522.0,False,False,False,False,False,False,False,False,False,False
2017,0,900.0,False,False,False,False,False,False,False,False,False,False
2013,110,407.0,False,False,False,False,False,False,False,False,False,False
2019,49,14518.0,False,False,False,False,False,False,True,False,False,False
2012,81,347.0,False,False,False,False,False,False,False,False,False,False
2018,25,10400.0,False,False,False,False,True,False,False,False,False,False
2008,160,1000.0,False,False,False,False,False,False,False,False,False,False
2019,90,7063.0,False,False,False,False,False,False,False,False,False,False
2021,26,1618.0,False,False,False,False,False,False,False,False,False,True
2016,118,220.0,False,False,True,False,False,False,False,False,False,False
1993,128,101939.0,False,False,False,True,False,False,False,False,False,False
2022,38,28.0,False,False,False,False,False,False,True,False,False,False
2019,127,704.0,False,False,False,False,False,False,False,False,False,False
2010,138,44556.0,False,False,False,True,False,False,False,False,False,False
2018,90,714.0,False,False,False,False,False,False,False,False,False,False
2021,34,3470.0,False,False,False,False,False,False,True,False,False,False
2021,32,2841.0,False,False,False,False,False,False,True,False,False,False
2015,119,143899.0,False,False,False,True,False,False,False,False,False,False
2013,59,295591.0,False,False,False,False,False,False,True,False,False,False
2022,104,368.0,False,False,False,False,False,False,False,False,False,False
2008,108,221095.0,False,False,False,True,False,False,False,False,False,False
2021,40,433.0,False,False,False,False,False,True,False,False,False,False
2012,110,6754.0,False,True,False,False,False,False,False,False,False,False
2020,89,1226.0,False,False,False,False,False,False,True,False,False,False
2021,24,4647.0,False,False,False,False,False,False,True,False,False,False
2000,55,161.0,False,False,False,False,False,False,False,False,False,False
2007,117,128190.0,False,True,False,False,False,False,False,False,False,False
2014,120,354.0,False,True,False,False,False,False,False,False,False,False
2021,110,1729.0,False,False,False,True,False,False,False,False,False,False
2017,180,10092.0,False,True,False,False,False,False,False,False,False,False
2016,103,19275.0,False,False,True,False,False,False,False,False,False,False
2014,22,1305.0,False,False,False,False,False,False,False,False,False,False
2019,85,1815.0,False,False,False,False,False,False,False,False,False,False
2016,77,2865.0,False,False,False,False,False,False,False,False,False,False
2019,26,10263.0,False,False,False,False,False,False,True,False,False,False
2018,49,96868.0,False,False,False,False,False,False,False,True,False,False
2022,50,1440.0,False,False,False,False,False,False,True,False,False,False
2018,63,4300.0,False,False,False,False,False,False,False,False,False,False
2016,105,998.0,False,False,False,False,False,False,False,False,False,False
2006,25,14782.0,False,False,False,False,False,False,False,True,False,False
2019,46,133.0,False,False,False,False,False,False,False,False,False,False
2022,30,110.0,False,False,False,False,False,False,False,False,True,False
2016,29,39.0,False,False,False,False,False,False,False,False,False,False
2019,98,5384.0,False,True,False,False,False,False,False,False,False,False
2016,48,64.0,False,False,False,False,False,False,True,False,False,False
2018,66,1516.0,False,False,True,False,False,False,False,False,False,False
2019,110,1501.0,False,False,False,False,False,False,False,False,False,False
2021,157,10903.0,False,False,False,False,False,False,False,False,False,False
2016,41,35547.0,False,False,False,False,True,False,False,False,False,False
2005,106,465995.0,False,True,False,False,False,False,False,False,False,False
2020,85,8.0,False,False,False,False,False,False,False,False,False,False
2017,44,17992.0,False,False,False,False,False,False,True,False,False,False
2021,91,4296.0,False,False,False,False,False,False,False,False,False,False
2021,91,3021.0,False,False,False,False,False,False,False,False,False,False
2017,45,149.0,False,False,True,False,False,False,False,False,False,False
1990,120,137549.0,False,False,True,False,False,False,False,False,False,False
2021,45,928.0,False,False,False,False,False,False,False,False,False,False
2006,46,1780.0,False,False,False,False,False,False,False,False,False,False
2022,51,31330.0,False,False,False,False,False,False,True,False,False,False
2017,24,163.0,False,False,False,False,False,False,False,False,False,True
2020,47,36185.0,False,False,False,False,False,False,True,False,False,False
2019,89,5957.0,False,False,False,False,False,False,False,False,False,False
2017,63,151.0,False,False,False,False,False,False,False,False,False,False
2017,46,5388.0,False,False,False,False,False,False,True,False,False,False
2016,103,2100.0,False,True,False,False,False,False,False,False,False,False
2016,16,423.0,False,False,False,False,False,False,True,False,False,False
2014,29,327.0,False,False,False,False,False,False,False,False,False,False
2014,141,4280.0,False,True,False,False,False,False,False,False,False,False
2015,139,26790.0,False,True,False,False,False,False,False,False,False,False
2007,167,2603.0,False,True,False,False,False,False,False,False,False,False
2014,143,5370.0,False,False,False,False,False,False,False,False,False,False
2018,96,9442.0,False,False,False,False,False,False,False,False,False,False
2017,104,49478.0,False,False,False,True,False,False,False,False,False,False
1969,152,168.0,False,False,False,False,False,False,False,False,False,False
2012,108,7002.0,False,False,True,False,False,False,False,False,False,False
2018,125,894.0,False,False,False,False,False,False,False,False,False,False
2018,44,16.0,False,False,False,False,False,False,False,True,False,False
2021,70,73.0,False,False,False,False,False,False,False,False,False,False
2016,48,3088.0,False,False,False,False,True,False,False,False,False,False
2019,45,658.0,False,False,False,False,False,False,False,False,False,False
2017,78,1531.0,False,False,False,False,False,False,False,False,False,False
2004,82,6759.0,False,False,True,False,False,False,False,False,False,False
2019,90,2032.0,False,False,False,False,False,False,False,False,False,False
2017,49,830.0,False,False,False,False,False,False,False,False,False,False
2013,95,100637.0,False,True,False,False,False,False,False,False,False,False
2021,43,14449.0,False,False,False,False,False,False,True,False,False,False
2016,91,775.0,False,False,False,False,False,False,False,False,False,False
2019,87,52.0,False,False,False,False,False,False,False,False,False,False
2021,42,1514.0,False,False,False,False,False,False,True,False,False,False
2019,140,1513.0,False,False,False,False,False,False,False,False,False,False
2019,89,26.0,False,False,False,False,False,False,False,False,False,False
2015,90,674.0,False,False,False,False,False,False,False,False,False,False
2017,55,1073.0,False,False,False,False,False,False,True,False,False,False
2018,68,5363.0,False,False,False,False,False,False,True,False,False,False
2016,123,34139.0,False,False,True,False,False,False,False,False,False,False
2013,26,31976.0,False,False,False,False,False,False,True,False,False,False
2019,171,5438.0,False,False,False,False,False,False,False,False,False,False
2020,118,9619.0,False,False,False,True,False,False,False,False,False,False
2017,112,47971.0,False,False,False,False,False,False,False,False,False,False
2004,88,1826.0,False,False,True,False,False,False,False,False,False,False
2020,92,4182.0,False,True,False,False,False,False,False,False,False,False
1993,153,320.0,False,False,False,False,False,False,False,False,False,False
2021,23,1055.0,False,False,False,False,False,False,True,False,False,False
2016,36,979.0,False,False,False,False,False,False,False,False,False,False
2005,172,3507.0,False,False,False,False,False,False,False,False,False,False
2001,91,86492.0,False,False,False,True,False,False,False,False,False,False
2016,115,14977.0,False,False,False,True,False,False,False,False,False,False
2021,86,23141.0,False,True,False,False,False,False,False,False,False,False
2020,134,30310.0,False,False,False,False,False,False,False,False,False,False
2018,22,525.0,False,False,False,False,False,False,False,False,True,False
2017,29,64467.0,False,False,False,False,False,False,True,False,False,False
2017,92,737.0,False,False,False,False,False,False,False,False,False,False
2017,116,337.0,False,True,False,False,False,False,False,False,False,False
2019,88,371.0,False,False,False,False,False,False,False,False,False,False
2022,105,3447.0,False,False,False,True,False,False,False,False,False,False
2018,25,415.0,False,False,False,False,False,False,False,False,False,True
2015,66,940.0,False,False,False,False,False,False,False,False,False,False
2022,95,3704.0,False,False,False,True,False,False,False,False,False,False
2015,22,112537.0,False,False,False,False,True,False,False,False,False,False
2018,103,4708.0,False,False,False,False,False,False,False,False,False,False
2017,105,2828.0,False,False,False,False,False,False,False,False,False,False
1986,89,392790.0,False,False,False,True,False,False,False,False,False,False
2016,88,10646.0,False,False,False,False,False,False,False,False,False,False
2019,6,77.0,False,False,False,False,False,False,False,False,True,False
2020,93,130.0,False,False,False,False,False,False,False,False,False,False
2018,58,104.0,False,False,False,False,False,False,False,False,False,False
2017,121,3690.0,False,False,False,False,False,False,False,False,False,False
2019,40,606.0,False,False,False,False,False,False,False,False,False,True
2015,106,4120.0,False,False,False,False,False,False,False,False,False,False
2017,21,270.0,False,False,False,False,False,False,False,False,False,True
2020,50,4718.0,False,False,False,False,False,False,True,False,False,False
2002,82,6948.0,False,False,False,True,False,False,False,False,False,False
2021,56,443.0,False,False,False,False,False,False,True,False,False,False
2015,139,5722.0,False,True,False,False,False,False,False,False,False,False
2022,44,1103.0,False,False,False,False,False,False,True,False,False,False
2012,81,2625.0,False,True,False,False,False,False,False,False,False,False
2016,92,36359.0,False,False,False,False,True,False,False,False,False,False
2016,130,3281.0,False,False,True,False,False,False,False,False,False,False
2021,93,366.0,False,False,False,False,False,False,False,False,False,False
2021,155,11582.0,False,False,False,False,False,False,False,False,False,False
2019,32,10043.0,False,False,False,False,True,False,False,False,False,False
2017,76,515.0,False,False,False,False,False,False,False,False,False,False
2015,62,12.0,False,False,False,False,False,False,False,False,False,False
2006,24,302147.0,False,False,False,False,True,False,False,False,False,False
2017,24,1131.0,False,False,False,False,False,False,True,False,False,False
2021,99,624.0,False,False,False,False,False,False,False,False,False,False
2015,24,148386.0,False,False,False,False,False,False,False,True,False,False
2017,70,1916.0,False,False,False,False,False,False,False,False,False,False
2010,69,35.0,False,False,False,False,False,False,False,False,False,False
2018,132,141528.0,False,False,False,True,False,False,False,False,False,False
2020,116,14716.0,False,False,False,True,False,False,False,False,False,False
2019,104,635.0,False,False,False,False,False,False,False,False,False,False
2017,106,7968.0,False,False,True,False,False,False,False,False,False,False
2019,73,269.0,False,False,False,False,False,False,False,False,False,False
2021,119,2632.0,False,False,False,False,False,False,False,False,False,False
1979,235,943.0,False,False,False,False,False,False,False,False,False,False
2016,7,579.0,False,False,False,False,False,False,False,False,False,True
2013,105,313.0,False,False,False,False,False,False,False,False,False,False
2018,24,1189.0,False,False,False,False,True,False,False,False,False,False
2017,90,6331.0,False,False,False,False,False,False,False,False,False,False
2019,69,883.0,False,False,False,False,False,False,False,False,False,False
2016,5,127.0,False,False,False,False,False,False,False,False,True,False
2020,106,9721.0,False,False,True,False,False,False,False,False,False,False
1997,129,288960.0,False,False,False,True,False,False,False,False,False,False
2021,86,960.0,False,False,False,False,False,False,False,False,False,False
2002,117,263212.0,False,False,False,True,False,False,False,False,False,False
2016,98,22466.0,False,False,True,False,False,False,False,False,False,False
2017,92,6555.0,False,False,True,False,False,False,False,False,False,False
2015,52,404486.0,False,False,False,False,False,False,True,False,False,False
2017,130,1302.0,False,False,False,False,False,False,False,False,False,False
2021,110,2023.0,False,False,False,False,False,False,False,False,False,False
1989,23,34854.0,False,False,False,False,False,True,False,False,False,False
2016,43,4985.0,False,False,False,False,False,False,False,False,False,False
2011,92,114505.0,False,False,False,True,False,False,False,False,False,False
2022,85,4711.0,False,False,False,False,False,False,True,False,False,False
2020,108,28355.0,False,False,False,False,False,False,False,False,False,False
2017,115,943.0,False,False,False,False,False,False,False,False,False,False
2019,45,560.0,False,False,False,False,True,False,False,False,False,False
2015,30,23674.0,False,False,False,False,False,False,True,False,False,False
2010,102,247229.0,False,False,True,False,False,False,False,False,False,False
2018,45,426.0,False,False,False,False,False,False,False,False,False,False
2003,81,81971.0,False,True,False,False,False,False,False,False,False,False
2018,121,25500.0,False,False,False,True,False,False,False,False,False,False
2020,114,3739.0,False,False,False,False,False,False,False,False,False,False
2015,46,314.0,False,False,False,False,False,False,True,False,False,False
2017,97,31620.0,False,False,True,False,False,False,False,False,False,False
2011,129,446531.0,False,False,True,False,False,False,False,False,False,False
2018,161,52227.0,False,False,False,False,False,False,False,False,False,False
2018,73,1031.0,False,False,False,False,False,False,False,False,False,False
2020,84,983.0,False,False,False,False,False,False,False,False,False,False
2007,100,4849.0,False,False,False,False,False,False,False,False,False,False
2019,109,1381.0,False,False,False,False,False,False,False,False,False,False
2019,22,272.0,False,False,False,False,False,False,False,True,False,False
2003,154,429097.0,False,False,False,True,False,False,False,False,False,False
2019,83,73.0,False,False,False,False,False,False,False,False,False,False
2019,94,2225.0,False,False,False,False,False,False,False,False,False,False
2018,120,10725.0,False,False,False,True,False,False,False,False,False,False
2018,57,1028.0,False,False,False,False,False,False,False,False,False,False
2019,66,218.0,False,False,False,False,False,False,False,False,False,False
2021,102,1632.0,False,False,False,False,False,False,False,False,False,False
2022,39,2122.0,False,False,False,False,False,False,True,False,False,False
2017,87,11971.0,False,False,False,True,False,False,False,False,False,False
2016,120,3310.0,False,False,False,True,False,False,False,False,False,False
2020,13,13.0,False,False,False,False,False,False,False,False,False,True
2018,94,1803.0,False,True,False,False,False,False,False,False,False,False
2020,79,6319.0,False,False,True,False,False,False,False,False,False,False
2012,44,4923.0,False,False,False,False,True,False,False,False,False,False
2018,89,216.0,False,False,False,False,False,False,False,False,False,False
2010,22,6500.0,False,False,False,False,False,False,False,False,False,True
2018,123,19023.0,False,False,False,True,False,False,False,False,False,False
2021,103,3731.0,False,False,True,False,False,False,False,False,False,False
2020,50,35067.0,False,False,False,False,False,False,True,False,False,False
2020,46,1758.0,False,False,False,False,False,False,True,False,False,False
2018,63,53.0,False,False,False,False,False,False,False,False,False,False
2021,142,5620.0,False,False,False,False,False,False,False,False,False,False
2013,106,22186.0,False,False,True,False,False,False,False,False,False,False
2019,26,30134.0,False,False,False,False,False,False,True,False,False,False
2019,84,37.0,False,False,False,False,False,False,False,False,False,False
2017,85,659.0,False,False,False,False,False,False,False,False,False,False
2018,13,119.0,False,False,False,False,False,False,False,False,False,False
2017,57,1376.0,False,False,False,False,True,False,False,False,False,False
2020,156,3130.0,False,False,False,False,False,False,False,False,False,False
2020,21,48.0,False,False,False,False,False,False,False,False,False,False
1982,170,154.0,False,False,False,False,False,False,False,False,False,False
2018,53,92.0,False,False,False,False,False,False,False,False,False,False
2021,79,865.0,False,False,False,False,False,False,False,False,False,False
2016,87,325.0,False,False,False,False,True,False,False,False,False,False
2016,148,29819.0,False,False,False,True,False,False,False,False,False,False
2018,57,17304.0,False,False,False,False,False,False,True,False,False,False
2006,193,19797.0,False,True,False,False,False,False,False,False,False,False
2022,52,459.0,False,False,False,False,False,False,True,False,False,False
2022,128,1972.0,False,False,True,False,False,False,False,False,False,False
2017,65,1697.0,False,False,False,False,False,False,False,False,False,False
2018,76,6855.0,False,False,False,False,False,False,True,False,False,False
2018,88,124.0,False,False,False,False,False,False,False,False,False,False
2020,41,5510.0,False,False,False,False,False,False,True,False,False,False
2019,151,2460.0,False,False,False,False,False,False,False,False,False,False
2018,106,765.0,False,False,False,False,False,False,False,False,False,False
2016,63,4447.0,False,False,False,False,False,False,False,False,False,False
2017,81,4465.0,False,False,False,False,False,False,False,False,False,False
2018,41,1590.0,False,False,False,False,False,False,False,False,False,False
2019,24,37.0,False,False,False,False,False,False,False,False,False,False
2020,59,346.0,False,False,False,False,False,False,False,False,False,False
2013,91,249.0,False,False,False,False,False,False,False,False,False,False
2018,127,3819.0,False,False,False,False,False,False,False,False,False,False
2021,105,321.0,False,False,False,False,False,False,False,False,False,False
2018,25,390.0,False,False,False,False,False,False,False,True,False,False
2019,13,53.0,False,False,False,False,False,False,False,False,True,False
2021,95,641.0,False,False,False,False,False,False,False,False,False,False
2020,92,18.0,False,False,False,False,False,False,False,False,False,False
2011,54,230243.0,False,False,False,False,False,False,True,False,False,False
2021,108,3385.0,False,False,True,False,False,False,False,False,False,False
2018,30,1862.0,False,False,False,False,False,False,True,False,False,False
2016,82,1358.0,False,False,False,False,False,False,False,False,False,False
2021,113,19706.0,False,False,False,False,False,False,False,False,False,False
2017,135,7090.0,False,False,False,False,False,False,False,False,False,False
2014,70,2226.0,False,False,False,False,False,False,False,False,False,False
2007,124,11934.0,False,False,False,False,False,False,False,False,False,False
2021,96,4529.0,False,False,False,False,False,False,False,False,False,False
2020,135,101.0,False,False,False,False,False,False,False,False,False,False
2016,95,55118.0,False,False,False,True,False,False,False,False,False,False
2019,107,2485.0,False,False,False,False,False,False,False,False,False,False
2021,46,2460.0,False,False,False,False,False,False,True,False,False,False
2020,67,987.0,False,False,False,False,False,False,False,False,False,False
2016,100,1820.0,False,False,False,False,False,False,False,False,False,False
2021,163,9400.0,False,False,False,False,False,False,False,False,False,False
2017,78,3665.0,False,False,False,False,False,False,True,False,False,False
2016,95,98.0,False,False,False,False,False,False,False,False,False,False
2005,24,297336.0,False,False,False,False,False,False,False,False,False,True
2015,24,9651.0,False,False,False,False,False,False,True,False,False,False
2021,89,301.0,False,False,False,False,False,False,False,False,False,False
2020,25,16978.0,False,False,False,False,True,False,False,False,False,False
2020,90,1391.0,False,True,False,False,False,False,False,False,False,False
2007,124,329417.0,False,False,False,True,False,False,False,False,False,False
2018,124,9273.0,False,False,False,True,False,False,False,False,False,False
2017,36,647.0,False,False,False,False,False,False,True,False,False,False
2014,59,249.0,False,False,False,False,False,False,False,False,False,False
1981,15,3514.0,False,False,False,False,False,False,False,False,True,False
2017,52,3108.0,False,False,False,False,True,False,False,False,False,False
2018,69,12035.0,False,False,False,False,False,False,False,False,False,False
2017,60,1202.0,False,False,False,False,False,False,False,False,False,False
2020,61,949.0,False,False,False,False,False,False,False,False,False,False
2021,98,3761.0,False,False,False,False,False,False,False,False,False,False
2019,123,1689.0,False,False,False,False,False,False,False,False,False,False
2020,86,200.0,False,False,False,False,False,False,False,False,False,False
2022,91,3782.0,False,False,False,False,False,False,False,False,False,False
2018,85,30499.0,False,False,False,False,False,False,False,False,False,False
2019,108,47603.0,False,False,False,True,False,False,False,False,False,False
2017,89,77.0,False,True,False,False,False,False,False,False,False,False
2020,115,7390.0,False,False,False,False,False,False,False,False,False,False
2018,114,14013.0,False,False,False,False,False,False,False,False,False,False
2018,126,1974.0,False,False,True,False,False,False,False,False,False,False
2017,44,31577.0,False,False,False,False,False,False,True,False,False,False
2016,50,7831.0,False,False,False,False,False,False,True,False,False,False
1999,23,112586.0,False,False,False,False,True,False,False,False,False,False
2017,105,21540.0,False,False,False,True,False,False,False,False,False,False
2018,43,3989.0,False,False,False,False,False,False,False,True,False,False
2021,11,134.0,False,False,False,False,False,False,False,False,True,False
2003,139,474176.0,False,False,False,True,False,False,False,False,False,False
2007,89,4430.0,False,False,False,False,False,False,False,False,False,False
2022,30,157.0,False,False,False,False,False,False,True,False,False,False
2021,99,96.0,False,False,False,False,False,False,False,False,False,False
2019,44,3210.0,False,False,False,False,False,False,True,False,False,False
2014,118,523686.0,False,False,False,True,False,False,False,False,False,False
2018,130,126.0,False,False,False,False,False,False,False,False,False,False
2013,86,70814.0,False,False,True,False,False,False,False,False,False,False
2020,103,2723.0,False,False,False,False,False,False,False,False,False,False
2019,110,21415.0,False,False,False,False,False,False,False,False,False,False
2016,118,14608.0,False,False,False,False,False,False,False,False,False,False
2019,25,1808.0,False,False,False,False,True,False,False,False,False,False
2016,13,57.0,False,False,False,False,True,False,False,False,False,False
2019,85,5447.0,False,False,False,False,False,False,False,False,False,False
2015,69,7.0,False,False,False,False,True,False,False,False,False,False
2012,140,4312.0,False,False,False,False,False,False,False,False,False,False
2007,23,10523.0,False,False,False,False,False,False,False,True,False,False
1995,97,71062.0,False,False,False,True,False,False,False,False,False,False
2009,90,226225.0,False,True,False,False,False,False,False,False,False,False
2016,124,4341.0,False,False,False,False,False,False,False,False,False,False
2013,130,3255.0,False,False,False,False,False,False,False,False,False,False
2010,100,82623.0,False,True,False,False,False,False,False,False,False,False
2014,43,1126.0,False,False,False,False,False,False,False,True,False,False
2018,153,2178.0,False,False,False,False,False,False,False,False,False,False
2016,98,934.0,False,False,False,False,False,False,False,False,False,False
2012,50,567.0,False,False,False,False,False,False,False,False,False,False
2015,45,185.0,False,False,False,False,False,False,False,True,False,False
2017,94,101.0,False,False,False,False,False,False,False,False,False,False
2018,116,3217.0,False,False,True,False,False,False,False,False,False,False
2018,100,1076.0,False,False,False,False,False,False,False,False,False,False
2021,106,687.0,False,False,False,False,False,False,False,False,False,False
2013,25,13372.0,False,False,False,False,False,False,True,False,False,False
2021,110,882.0,False,False,False,False,False,False,False,False,False,False
2015,23,458.0,False,False,False,False,False,False,False,False,False,True
2018,108,1605.0,False,False,False,False,False,False,True,False,False,False
2021,0,339.0,False,False,False,False,True,False,False,False,False,False
2017,21,6810.0,False,False,False,False,False,False,False,True,False,False
2021,30,2317.0,False,False,False,False,True,False,False,False,False,False
2020,23,22.0,False,False,False,False,False,False,False,False,False,False
2018,48,3123.0,False,False,False,False,False,False,False,False,False,False
2021,49,5516.0,False,False,False,False,False,False,True,False,False,False
1987,93,19646.0,False,False,False,True,False,False,False,False,False,False
1986,100,209.0,False,False,False,False,False,False,False,False,False,False
2012,96,14.0,False,False,False,False,False,False,False,False,False,False
2020,49,2759.0,False,False,False,False,True,False,False,False,False,False
2011,96,4118.0,False,False,False,False,False,False,False,False,False,False
2018,65,1276.0,False,False,False,False,False,False,False,False,False,False
2018,63,3774.0,False,False,False,False,False,False,True,False,False,False
2017,98,11311.0,False,False,False,False,False,False,False,False,False,False
2017,105,4632.0,False,False,True,False,False,False,False,False,False,False
2020,36,380.0,False,False,False,False,False,True,False,False,False,False
2013,24,2915.0,False,False,False,False,False,False,False,False,True,False
2018,100,2964.0,False,False,False,False,False,False,False,False,False,False
2021,98,826.0,False,False,False,False,False,False,False,False,False,False
2016,97,11243.0,False,False,False,False,False,False,False,False,False,False
2020,55,527.0,False,False,False,False,True,False,False,False,False,False
2021,59,4274.0,False,False,False,False,False,False,False,False,False,False
2016,30,18040.0,False,False,False,False,False,False,True,False,False,False
2021,94,170.0,False,False,False,False,False,False,False,False,False,False
2007,22,118.0,False,False,False,False,False,False,False,False,False,False
2021,39,41.0,False,False,False,False,False,False,False,False,False,False
2022,25,148.0,False,False,False,False,False,False,False,False,False,True
2018,95,965.0,False,False,False,False,False,False,False,False,False,False
2021,90,1079.0,False,False,False,False,False,False,False,False,False,False
2020,102,1058.0,False,False,False,False,False,False,False,False,False,False
2018,24,509.0,False,False,False,False,False,False,False,False,False,False
2019,40,2063.0,False,False,False,False,False,False,False,False,False,True
2017,128,1541.0,False,False,True,False,False,False,False,False,False,False
2021,127,71036.0,False,False,False,True,False,False,False,False,False,False
2019,63,3046.0,False,False,False,False,False,False,True,False,False,False
2020,51,5147.0,False,False,False,False,False,False,True,False,False,False
2018,58,1327.0,False,False,False,False,False,False,False,False,False,False
2020,23,2478.0,False,False,False,False,True,False,False,False,False,False
2015,181,48.0,False,False,False,False,False,False,False,False,False,False
2021,47,1108.0,False,False,False,False,False,False,True,False,False,False
2022,46,133.0,False,False,False,False,False,False,True,False,False,False
2018,24,893.0,False,False,False,False,True,False,False,False,False,False
2020,36,405.0,False,False,False,False,False,False,True,False,False,False
2017,23,3359.0,False,False,False,False,False,False,True,False,False,False
2020,105,155.0,False,False,False,False,False,False,False,False,False,False
2020,62,366.0,False,False,False,False,False,False,False,False,False,False
1964,170,94121.0,False,False,False,False,False,False,False,False,False,False
2012,131,246008.0,False,False,True,False,False,False,False,False,False,False
2017,96,10490.0,False,False,False,False,False,False,False,False,False,False
2017,112,128.0,False,False,False,False,False,False,False,False,False,False
2021,23,1354.0,False,False,False,False,False,False,False,False,False,True
2019,65,716.0,False,False,False,False,False,False,False,False,False,False
2021,95,4458.0,False,True,False,False,False,False,False,False,False,False
2018,45,210.0,False,False,False,False,False,False,True,False,False,False
2021,95,9792.0,False,False,True,False,False,False,False,False,False,False
2014,85,1649.0,False,False,False,False,False,False,False,False,False,False
2022,149,2759.0,False,False,False,False,False,False,False,False,False,False
2016,91,710.0,False,False,False,False,False,False,False,False,False,False
2020,93,988.0,False,False,False,False,False,False,False,False,False,False
2020,107,1258.0,False,False,False,False,False,False,False,False,False,False
2018,23,708.0,False,False,False,False,False,True,False,False,False,False
2017,52,10161.0,False,False,False,False,False,False,True,False,False,False
2020,46,172.0,False,False,False,False,True,False,False,False,False,False
2021,136,24659.0,False,False,False,True,False,False,False,False,False,False
2014,112,118.0,False,False,False,False,False,False,False,False,False,False
2015,22,1041.0,False,False,False,False,False,False,False,True,False,False
2021,107,40788.0,False,False,True,False,False,False,False,False,False,False
2017,46,20.0,False,False,False,False,False,False,False,False,True,False
2018,84,497.0,False,False,True,False,False,False,False,False,False,False
1996,88,718.0,False,False,False,False,False,False,False,False,False,False
2021,50,228.0,False,False,False,False,False,False,False,False,False,False
1987,116,723306.0,False,False,False,True,False,False,False,False,False,False
2002,155,16225.0,False,False,False,False,False,False,False,False,False,False
2016,84,27125.0,False,False,True,False,False,False,False,False,False,False
2020,31,1746.0,False,False,False,False,False,False,True,False,False,False
2020,47,1434.0,False,False,False,False,False,False,False,False,False,False
2021,45,293.0,False,False,False,False,False,False,False,False,False,False
2003,125,435503.0,False,False,True,False,False,False,False,False,False,False
2014,82,445.0,False,False,False,False,False,False,False,False,False,False
2017,45,5306.0,False,False,False,False,True,False,False,False,False,False
2010,84,11973.0,False,False,False,False,False,False,False,False,False,False
2020,29,6165.0,False,False,False,False,False,False,False,False,False,False
2019,93,23407.194987659008,False,True,False,False,False,False,False,False,False,False
2018,58,1463.0,False,False,False,False,False,False,False,False,False,False
2021,70,1549.0,False,False,False,False,False,False,False,False,False,False
2016,126,328.0,False,False,False,False,False,False,False,False,False,False
2018,117,2695.0,False,False,False,False,False,False,False,False,False,False
1991,72,272.0,False,False,False,False,False,False,False,False,False,False
2014,24,30341.0,False,False,False,False,True,False,False,False,False,False
2016,104,8512.0,False,False,False,False,False,False,False,False,False,False
2019,59,1732.0,False,False,False,False,False,False,False,False,False,False
2019,24,6724.0,False,False,False,False,False,False,True,False,False,False
2017,85,86953.0,False,False,False,True,False,False,False,False,False,False
2019,117,166.0,False,False,False,False,False,False,False,False,False,False
2021,23,1480.0,False,False,False,False,False,False,False,True,False,False
2013,101,17170.0,False,False,False,True,False,False,False,False,False,False
2018,57,90327.0,False,False,False,False,True,False,False,False,False,False
2018,66,1537.0,False,False,False,False,False,False,True,False,False,False
2009,82,104166.0,False,False,False,True,False,False,False,False,False,False
2018,102,1076.0,False,False,False,False,False,False,False,False,False,False
2021,44,2302.0,False,False,False,False,False,False,True,False,False,False
2018,102,180.0,False,False,False,False,False,False,False,False,False,False
2018,45,41822.0,False,False,False,False,False,False,True,False,False,False
2017,136,4783.0,False,False,False,False,False,False,False,False,False,False
2019,47,7000.0,False,False,False,False,True,False,False,False,False,False
